datetime,pressure,tmin,tmax,tavg,rmin,rmax,prcp,srad,wspd,wdir,vpd,vwc_5cm,vwc_20cm,vwc_40cm,soiltemp_5cm,soiltemp_20cm,soiltemp_40cm,battv,discharge
2022-11-26,96.863,0.3,9.9,5.1,71.244,100.085,4.204,3.604,1.23,2.372,0.143,0.29,0.315,0.361,6.333,7.396,8.788,8636.25,0.0
2022-11-27,96.571,-3.2,7.0,1.9,55.397,100.028,6.159,6.545,2.725,0.502,0.158,0.34,0.333,0.361,6.821,7.625,8.7,8634.083,0.0
2022-11-28,96.374,-1.5,13.7,6.1,52.751,86.342,0.0,9.602,3.374,1.611,0.295,0.327,0.334,0.365,5.642,6.846,8.513,8716.708,0.0
2022-11-29,96.125,-4.5,9.4,2.45,70.462,92.744,0.0,1.589,4.252,1.311,0.118,0.32,0.332,0.367,6.379,7.367,8.467,8560.125,0.0
2022-11-30,98.255,-8.4,1.8,-3.3,43.272,78.955,0.0,10.117,2.017,2.231,0.174,0.316,0.33,0.368,3.883,5.933,8.188,8717.208,0.0
2022-12-01,97.587,-4.0,10.7,3.35,41.655,72.812,0.0,9.199,5.622,1.245,0.392,0.313,0.329,0.367,3.767,5.238,7.596,8823.708,0.0
2022-12-02,96.514,-1.9,19.2,8.65,44.74,88.922,0.0,9.088,6.833,4.876,0.457,0.311,0.328,0.367,6.021,6.146,7.429,8699.75,0.0
2022-12-03,98.69,-10.1,-0.4,-5.25,51.243,79.563,0.0,8.156,2.116,2.069,0.16,0.309,0.327,0.367,4.454,6.188,7.717,8746.458,0.0
2022-12-04,97.666,-4.5,6.9,1.2,45.032,79.096,0.0,6.851,1.905,2.621,0.271,0.307,0.326,0.366,3.804,5.2,7.288,8782.292,0.0
2022-12-05,96.592,0.0,11.9,5.95,60.799,97.724,0.0,8.496,1.914,6.251,0.23,0.305,0.325,0.366,4.837,5.5,7.058,8730.708,0.0
2022-12-06,97.045,-3.1,6.5,1.7,65.543,89.861,0.0,6.504,1.193,4.269,0.12,0.304,0.325,0.365,4.979,5.933,7.217,8707.708,0.0
2022-12-07,97.838,-3.2,8.8,2.8,65.422,100.536,0.0,6.434,0.917,0.647,0.132,0.303,0.324,0.365,4.688,5.642,7.138,8731.792,0.0
2022-12-08,97.608,0.3,6.1,3.2,79.183,100.425,2.338,1.128,1.612,5.055,0.093,0.303,0.324,0.365,5.212,5.925,7.112,8595.958,0.0
2022-12-09,97.586,-1.3,1.3,0.0,97.893,100.315,0.0,2.187,2.214,4.394,0.01,0.307,0.323,0.364,4.8,5.842,7.171,8487.167,0.0
2022-12-10,97.65,-4.0,7.6,1.8,73.063,100.605,0.0,7.063,1.507,0.52,0.102,0.307,0.323,0.364,5.175,5.829,7.083,8592.333,0.0
2022-12-11,97.602,-6.0,6.6,0.3,79.206,100.28,0.0,7.339,2.118,0.581,0.058,0.306,0.323,0.364,3.938,5.371,7.042,8768.25,0.0
2022-12-12,96.898,3.9,9.2,6.55,92.378,100.236,2.348,1.906,4.327,1.414,0.034,0.306,0.323,0.364,5.538,5.767,6.879,8637.458,0.0
2022-12-13,95.798,-0.7,13.6,6.45,51.614,100.123,17.977,6.598,5.221,,0.38,0.349,0.349,0.382,7.379,7.112,7.279,8603.5,0.0
2022-12-14,95.969,-3.4,1.7,-0.85,68.198,82.071,0.0,5.652,4.796,2.771,0.155,0.331,0.344,0.383,4.612,6.242,7.554,8709.542,0.0
2022-12-15,96.417,-3.2,1.3,-0.95,58.564,82.709,0.0,6.875,5.423,4.439,0.171,0.326,0.34,0.379,3.504,5.117,7.05,8761.167,0.0
2022-12-16,96.773,-5.2,-0.2,-2.7,55.651,80.999,0.0,6.797,4.916,1.046,0.165,0.32,0.337,0.377,2.508,4.346,6.575,8816.25,0.0
2022-12-17,97.23,-7.4,2.2,-2.6,45.321,84.129,0.0,9.354,3.055,0.742,0.163,0.318,0.335,0.376,2.1,3.8,6.092,8879.5,0.0
2022-12-18,97.672,-9.9,4.6,-2.65,53.875,86.81,0.0,7.616,2.46,3.538,0.173,0.314,0.334,0.374,1.633,3.379,5.717,8877.917,0.0
2022-12-19,97.721,-4.8,3.6,-0.6,62.024,100.462,5.542,1.628,3.032,3.204,0.116,0.338,0.342,0.376,2.275,3.329,5.379,8692.292,0.0
2022-12-20,98.68,-9.1,-5.5,-7.3,88.767,99.396,0.0,3.07,2.453,3.775,0.026,0.331,0.344,0.38,2.271,3.592,5.371,8600.542,0.0
2022-12-21,97.582,-8.3,-0.7,-4.5,94.361,101.486,0.0,2.106,2.593,4.487,0.018,0.322,0.339,0.378,1.742,3.175,5.158,8564.875,0.0
2022-12-22,98.067,-22.4,-8.2,-15.3,73.486,101.157,0.0,7.272,5.24,0.558,0.02,0.314,0.337,0.376,1.258,2.833,4.913,8795.083,0.0
2022-12-23,98.61,-20.5,-11.6,-16.05,63.456,82.399,0.0,10.409,4.139,4.0,0.053,0.236,0.335,0.375,0.296,2.175,4.583,9061.125,0.0
2022-12-24,98.558,-16.4,-7.8,-12.1,64.485,86.554,0.0,5.61,2.01,0.998,0.072,0.214,0.331,0.374,-0.192,1.688,4.192,8976.417,0.0
2022-12-25,97.783,-18.0,-0.1,-9.05,66.821,92.732,0.0,6.151,2.579,1.927,0.072,0.208,0.328,0.372,-0.4,1.412,3.871,8920.625,0.0
2022-12-26,97.825,-12.6,0.3,-6.15,70.752,93.178,0.0,7.892,3.389,5.791,0.063,0.213,0.326,0.371,-0.129,1.3,3.637,8922.208,0.0
2022-12-27,96.84,-10.9,4.0,-3.45,66.645,87.987,0.0,8.047,5.003,1.483,0.132,0.211,0.325,0.37,-0.308,1.233,3.467,8934.208,0.0
2022-12-28,95.498,3.9,11.7,7.8,56.652,86.434,0.0,5.578,4.288,0.132,0.326,0.228,0.325,0.369,0.104,1.217,3.342,8747.542,0.0
2022-12-29,96.149,0.8,14.7,7.75,48.844,94.393,0.0,8.144,4.834,2.641,0.322,0.26,0.331,0.369,0.221,1.317,3.3,8694.875,0.0
2022-12-30,97.167,-4.0,10.0,3.0,65.556,100.269,0.0,8.385,1.2,1.314,0.123,0.325,0.336,0.369,0.833,1.654,3.363,8727.792,0.0
2022-12-31,96.361,1.5,13.8,7.65,63.562,95.676,0.0,7.657,2.976,3.219,0.189,0.325,0.338,0.371,2.908,2.767,3.708,8729.167,0.0
2023-01-01,96.655,-1.0,13.2,6.1,67.876,99.755,0.0,7.204,1.58,6.044,0.144,0.323,0.336,0.373,3.729,3.788,4.283,8705.417,0.0
2023-01-02,96.432,3.4,6.3,4.85,88.409,100.307,17.956,1.098,1.829,,0.068,0.335,0.342,0.378,4.467,4.504,4.754,8573.958,0.0
2023-01-03,95.932,0.4,5.3,2.85,83.519,100.194,0.75,1.781,5.148,,0.071,0.349,0.353,0.389,4.492,4.808,5.083,8457.417,0.0
2023-01-04,96.806,-3.0,6.6,1.8,54.07,90.546,0.0,9.525,3.778,3.271,0.186,0.336,0.345,0.384,3.25,4.096,5.112,8633.833,0.0
2023-01-05,97.492,-3.6,6.6,1.5,48.727,89.868,0.0,9.511,2.876,2.235,0.181,0.329,0.342,0.381,2.821,3.796,4.988,8827.542,0.0
2023-01-06,97.47,-4.2,10.8,3.3,44.124,88.499,0.0,8.367,2.515,0.804,0.277,0.325,0.339,0.379,2.658,3.558,4.858,8812.958,0.0
2023-01-07,97.975,-6.6,2.2,-2.2,70.37,94.185,0.0,2.02,2.244,1.504,0.143,0.325,0.339,0.377,3.008,3.771,4.837,8670.708,0.0
2023-01-08,97.842,-7.7,9.7,1.0,59.493,96.416,0.0,9.591,1.587,4.729,0.156,0.32,0.337,0.376,2.296,3.379,4.754,8723.667,0.0
2023-01-09,97.218,2.4,12.3,7.35,56.482,81.669,0.0,9.635,3.027,5.031,0.3,0.322,0.337,0.375,3.521,3.738,4.7,8767.5,0.0
2023-01-10,96.679,-2.7,15.0,6.15,41.634,93.669,0.0,7.042,1.529,4.184,0.353,0.319,0.335,0.375,3.946,4.312,4.9,8700.417,0.0
2023-01-11,96.446,-2.1,7.6,2.75,68.398,99.557,0.238,4.283,2.211,5.166,0.154,0.318,0.334,0.374,3.871,4.413,5.087,8613.0,0.0
2023-01-12,97.948,-6.0,1.4,-2.3,85.6,94.794,1.27,4.632,3.933,1.059,0.051,0.322,0.335,0.374,3.442,4.304,5.129,8610.625,0.0
2023-01-13,98.337,-6.5,0.7,-2.9,76.25,100.145,0.5,7.327,1.565,4.317,0.045,0.323,0.336,0.374,2.375,3.596,4.954,8748.792,0.0
2023-01-14,97.248,-3.5,11.3,3.9,51.9,91.541,0.0,6.931,4.641,4.547,0.253,0.322,0.335,0.373,2.462,3.317,4.708,8774.833,0.0
2023-01-15,95.923,3.3,13.9,8.6,54.315,84.845,0.0,6.216,6.119,4.696,0.348,0.32,0.335,0.373,4.008,4.008,4.733,8658.167,0.0
2023-01-16,95.545,0.7,13.3,7.0,61.542,95.019,0.0,9.189,4.772,5.186,0.267,0.317,0.334,0.373,6.208,5.517,5.254,8661.833,0.0
2023-01-17,96.503,-4.2,4.7,0.25,87.098,100.471,0.0,3.85,1.143,3.141,0.034,0.315,0.333,0.372,4.438,5.229,5.717,8659.208,0.0
2023-01-18,96.032,0.4,3.8,2.1,91.076,100.57,21.728,1.032,2.294,,0.041,0.347,0.352,0.384,3.929,4.654,5.525,8573.875,0.0
2023-01-19,96.679,-4.0,1.8,-1.1,80.401,100.349,0.76,6.393,4.183,2.53,0.061,0.346,0.352,0.387,3.608,4.358,5.346,8615.292,0.0
2023-01-20,97.813,-6.5,7.6,0.55,60.447,100.076,0.0,10.424,1.064,5.661,0.099,0.333,0.345,0.383,3.008,3.929,5.154,8771.083,0.0
2023-01-21,97.377,-3.7,2.1,-0.8,98.082,100.413,2.13,2.034,0.93,1.93,0.01,0.335,0.344,0.381,2.767,3.792,5.004,8691.333,0.0
2023-01-22,96.98,-7.7,-0.2,-3.95,96.499,100.625,3.3,6.153,1.015,4.537,0.012,0.344,0.349,0.382,2.729,3.571,4.837,8691.667,0.0
2023-01-23,97.676,-9.2,3.9,-2.65,83.049,100.302,0.414,7.885,1.552,3.224,0.047,0.338,0.347,0.383,2.129,3.225,4.675,8841.333,0.0
2023-01-24,97.418,-7.0,2.9,-2.05,87.852,99.946,0.0,3.797,1.154,2.204,0.033,0.334,0.346,0.382,1.9,2.971,4.446,8756.417,0.0
2023-01-25,97.175,-7.4,0.8,-3.3,79.084,100.502,0.0,4.181,3.054,0.463,0.071,0.334,0.345,0.38,2.029,2.917,4.3,8690.75,0.0
2023-01-26,97.613,-9.0,0.8,-4.1,78.995,95.217,0.0,4.837,1.906,1.791,0.058,0.326,0.341,0.379,1.517,2.658,4.175,8689.458,0.0
2023-01-27,96.975,-0.5,9.1,4.3,56.3,90.164,0.0,11.061,3.867,2.521,0.253,0.327,0.34,0.377,2.296,2.688,3.979,8777.458,0.0
2023-01-28,96.857,-8.6,8.9,0.15,66.56,93.154,0.0,10.052,4.192,1.948,0.153,0.326,0.34,0.377,3.725,3.704,4.254,8788.208,0.0
2023-01-29,98.06,-13.1,-8.8,-10.95,59.208,87.068,0.0,9.113,4.613,4.763,0.075,0.32,0.338,0.376,2.179,3.458,4.488,8906.5,0.0
2023-01-30,98.499,-12.4,-7.4,-9.9,58.46,76.367,0.0,9.484,3.212,0.733,0.088,0.313,0.336,0.375,1.254,2.588,4.15,8975.375,0.0
2023-01-31,98.343,-16.2,-3.3,-9.75,46.996,92.266,0.0,11.812,1.409,4.059,0.099,0.307,0.335,0.374,0.883,2.137,3.792,9002.875,0.0
2023-02-01,98.018,-12.9,4.6,-4.15,33.834,88.537,0.0,10.398,2.835,1.911,0.216,0.291,0.333,0.373,0.571,1.792,3.496,8943.375,0.0
2023-02-02,98.186,-9.0,7.1,-0.95,50.26,80.726,0.0,12.237,3.465,3.428,0.197,0.295,0.332,0.372,0.521,1.683,3.262,8893.667,0.0
2023-02-03,98.594,-14.4,5.8,-4.3,35.408,82.437,0.0,12.456,2.719,0.014,0.23,0.3,0.332,0.371,0.546,1.65,3.142,8925.042,0.0
2023-02-04,97.267,2.9,12.7,7.8,50.087,77.643,0.0,10.841,5.528,4.212,0.376,0.313,0.332,0.371,0.971,1.683,3.021,8812.417,0.0
2023-02-05,97.439,-1.8,13.9,6.05,39.414,92.664,0.0,10.588,1.841,6.036,0.376,0.319,0.333,0.37,2.371,2.3,3.175,8744.083,0.0
2023-02-06,96.525,3.9,18.6,11.25,44.371,86.767,0.0,11.642,5.347,3.93,0.443,0.316,0.333,0.37,4.217,3.5,3.529,8700.708,0.0
2023-02-07,97.724,-2.4,10.8,4.2,35.125,98.18,0.0,13.478,1.683,5.992,0.298,0.314,0.333,0.37,4.579,4.388,4.146,8741.458,0.0
2023-02-08,97.412,-7.6,7.4,-0.1,48.363,96.836,1.783,5.928,1.233,4.578,0.195,0.311,0.332,0.37,3.387,4.0,4.358,8716.125,0.0
2023-02-09,97.295,-1.6,6.7,2.55,73.407,100.419,1.322,7.791,3.392,1.297,0.147,0.337,0.34,0.37,3.688,3.871,4.292,8698.083,0.0
2023-02-10,98.537,-6.9,5.3,-0.8,32.22,79.665,0.0,14.057,2.519,4.885,0.256,0.328,0.34,0.372,3.392,3.85,4.354,8804.417,0.0
2023-02-11,98.09,-6.5,11.2,2.35,25.784,74.68,0.0,14.066,2.257,5.657,0.402,0.323,0.338,0.373,2.892,3.571,4.317,8848.042,0.0
2023-02-12,97.034,1.5,15.3,8.4,31.897,71.43,0.0,11.717,3.386,1.74,0.539,0.321,0.336,0.373,3.75,3.758,4.229,8750.375,0.0
2023-02-13,96.851,-5.5,16.5,5.5,31.75,97.055,0.0,14.333,2.35,0.6,0.464,0.318,0.335,0.373,4.262,4.246,4.45,8714.5,0.0
2023-02-14,95.17,3.6,14.2,8.9,58.372,100.103,6.777,7.5,5.099,4.922,0.22,0.339,0.345,0.375,6.138,5.387,4.85,8655.167,0.0
2023-02-15,96.765,-3.7,5.0,0.65,77.074,88.243,0.0,6.396,4.561,1.689,0.119,0.337,0.347,0.381,5.312,5.525,5.358,8669.708,0.0
2023-02-16,97.425,-8.4,-2.3,-5.35,84.18,94.83,0.0,5.11,3.289,5.577,0.044,0.332,0.344,0.38,3.296,4.488,5.25,8688.25,0.0
2023-02-17,98.138,-9.4,8.6,-0.4,36.807,92.397,0.25,15.032,2.736,5.602,0.258,0.328,0.342,0.379,2.412,3.4,4.733,8806.5,0.0
2023-02-18,97.396,0.9,11.9,6.4,34.736,61.351,0.0,10.559,6.636,1.024,0.493,0.326,0.341,0.378,3.1,3.525,4.458,8764.958,0.0
2023-02-19,96.79,-1.9,14.0,6.05,39.42,81.682,0.0,13.787,2.607,0.64,0.402,0.323,0.339,0.377,4.25,4.096,4.512,8718.167,0.0
2023-02-20,96.526,-2.9,16.1,6.6,32.628,96.089,0.0,13.072,1.779,1.104,0.467,0.321,0.338,0.376,5.146,4.933,4.879,8691.5,0.0
2023-02-21,95.925,-2.0,16.4,7.2,41.973,92.032,0.0,11.69,3.296,0.299,0.407,0.319,0.337,0.376,5.262,5.183,5.188,8675.833,0.0
2023-02-22,95.268,-5.3,18.1,6.4,59.509,91.257,0.0,7.447,3.84,1.471,0.285,0.317,0.336,0.375,6.992,6.279,5.583,8622.917,0.0
2023-02-23,97.731,-13.3,-3.9,-8.6,49.378,88.628,0.0,15.849,4.284,6.139,0.107,0.315,0.335,0.374,4.075,5.242,5.821,8849.0,0.0
2023-02-24,98.625,-13.7,-3.8,-8.75,54.129,88.135,0.0,6.904,2.323,1.756,0.096,0.313,0.334,0.373,2.442,3.929,5.279,8904.042,0.0
2023-02-25,97.849,-11.8,10.8,-0.5,41.301,94.578,0.0,15.185,2.065,1.781,0.236,0.312,0.333,0.373,2.387,3.204,4.683,8840.5,0.0
2023-02-26,96.338,-1.3,15.5,7.1,71.209,100.272,6.104,11.922,3.508,3.082,0.163,0.314,0.333,0.372,4.208,3.95,4.562,8744.333,0.0
2023-02-27,95.479,6.2,18.0,12.1,45.684,100.09,3.65,16.171,4.315,,0.526,0.356,0.361,0.39,8.263,6.483,5.242,8674.583,0.0
2023-02-28,96.191,-0.1,17.2,8.55,51.968,89.227,0.0,15.977,2.666,0.798,0.343,0.336,0.348,0.385,7.767,7.192,6.242,8687.0,0.0
2023-03-01,96.641,0.7,15.4,8.05,24.138,97.413,0.0,16.835,2.181,4.505,0.566,0.33,0.343,0.382,7.821,7.354,6.587,8698.375,0.0
2023-03-02,96.624,-2.0,5.7,1.85,65.512,93.855,0.0,8.613,3.384,5.106,0.149,0.325,0.341,0.38,6.762,7.138,6.833,8703.292,0.0
2023-03-03,96.023,0.8,15.4,8.1,28.401,92.54,0.0,16.052,2.241,5.454,0.424,0.323,0.339,0.379,7.158,6.804,6.629,8736.542,0.0
2023-03-04,97.043,3.0,14.9,8.95,30.445,97.588,1.033,14.929,2.248,6.006,0.445,0.321,0.338,0.378,8.092,7.562,6.913,8710.417,0.0
2023-03-05,96.713,4.2,22.1,13.15,38.946,83.584,0.0,17.022,3.713,5.645,0.623,0.319,0.337,0.377,8.729,7.975,7.25,8673.75,0.0
2023-03-06,97.185,2.8,12.0,7.4,53.461,96.643,0.0,15.803,3.735,0.907,0.25,0.316,0.335,0.377,9.379,8.737,7.683,8680.792,0.0
2023-03-07,97.868,1.2,9.1,5.15,60.302,91.159,0.0,8.564,3.486,3.197,0.19,0.314,0.334,0.377,8.383,8.471,7.967,8702.042,0.0
2023-03-08,97.838,4.4,6.9,5.65,94.472,100.306,0.489,2.417,1.765,5.108,0.031,0.313,0.333,0.375,7.85,8.008,7.858,8513.042,0.0
2023-03-09,97.628,2.2,6.7,4.45,86.149,100.306,3.765,4.496,2.557,3.0,0.08,0.327,0.335,0.375,7.533,7.688,7.738,8425.75,0.0
2023-03-10,97.648,-1.8,4.7,1.45,72.582,93.971,0.0,10.713,2.456,3.708,0.103,0.329,0.338,0.374,6.808,7.217,7.567,8556.042,0.0
2023-03-11,96.419,0.9,4.2,2.55,89.8,100.163,1.536,2.533,3.275,3.877,0.042,0.33,0.337,0.374,5.954,6.729,7.362,8593.292,0.0
2023-03-12,97.423,-2.2,5.7,1.75,50.444,99.15,0.0,18.267,3.565,4.958,0.196,0.33,0.338,0.374,6.587,6.654,7.079,8716.375,0.0
2023-03-13,98.129,-7.4,3.0,-2.2,54.238,91.913,0.0,15.387,1.95,4.329,0.135,0.325,0.337,0.374,5.867,6.579,7.121,8860.25,0.0
2023-03-14,97.968,-5.7,12.5,3.4,42.153,92.096,0.0,18.659,3.739,5.808,0.316,0.323,0.336,0.374,5.579,6.121,6.854,8840.708,0.0
2023-03-15,96.884,4.5,18.4,11.45,53.061,76.703,0.25,15.397,6.59,2.579,0.528,0.32,0.335,0.374,7.3,6.858,6.812,8705.5,0.0
2023-03-16,96.319,-1.6,13.5,5.95,65.164,100.538,7.962,1.394,4.782,4.314,0.234,0.337,0.34,0.374,7.833,7.875,7.342,8486.792,0.0
2023-03-17,97.619,-4.9,7.0,1.05,44.717,88.936,0.0,15.236,3.704,4.794,0.22,0.341,0.346,0.376,5.604,6.371,7.179,8605.958,0.0
2023-03-18,98.342,-8.1,-0.4,-4.25,48.257,78.368,0.0,16.519,3.733,2.461,0.17,0.333,0.342,0.377,5.029,5.913,6.829,8850.292,0.0
2023-03-19,98.273,-12.8,9.1,-1.85,27.772,87.214,0.0,20.314,3.378,5.756,0.342,0.328,0.34,0.377,3.992,5.067,6.383,8878.208,0.0
2023-03-20,97.065,2.2,16.2,9.2,30.516,63.936,1.01,17.858,6.737,6.234,0.677,0.326,0.339,0.376,5.462,5.404,6.075,8754.833,0.0
2023-03-21,96.644,6.0,9.6,7.8,67.7,100.131,0.0,3.065,5.236,0.415,0.159,0.323,0.338,0.376,6.712,6.508,6.438,8565.917,0.0
2023-03-22,96.57,8.4,12.9,10.65,93.304,100.241,0.0,4.995,2.783,1.831,0.054,0.322,0.337,0.376,7.938,7.192,6.775,8471.25,0.0
2023-03-23,97.102,1.7,9.1,5.4,69.733,100.269,0.0,10.148,3.442,6.139,0.156,0.321,0.336,0.375,8.233,7.842,7.262,8525.0,0.0
2023-03-24,96.62,1.7,12.3,7.0,49.769,99.624,1.038,10.011,2.835,0.71,0.26,0.32,0.335,0.375,7.817,7.758,7.508,8616.458,0.0
2023-03-25,96.421,2.4,16.7,9.55,47.169,99.975,1.271,17.474,2.668,0.383,0.394,0.32,0.335,0.375,8.958,8.212,7.658,8646.625,0.0
2023-03-26,97.155,1.4,4.7,3.05,78.235,98.763,0.0,6.92,3.199,1.16,0.075,0.322,0.335,0.375,8.021,8.367,8.042,8612.875,0.0
2023-03-27,97.866,-7.0,9.5,1.25,44.466,99.865,0.68,15.856,1.713,1.138,0.212,0.32,0.334,0.374,7.142,7.496,7.85,8693.083,0.0
2023-03-28,98.348,-0.6,11.5,5.45,36.036,100.214,0.731,21.235,2.424,6.191,0.368,0.324,0.334,0.374,8.342,7.954,7.812,8740.125,0.0
2023-03-29,97.61,1.3,17.8,9.55,36.685,80.618,0.0,20.335,3.244,2.872,0.58,0.321,0.334,0.374,8.962,8.5,8.067,8717.125,0.0
2023-03-30,96.512,6.9,22.6,14.75,60.208,90.367,0.0,14.685,5.99,5.139,0.478,0.318,0.334,0.375,10.475,9.446,8.467,8586.458,0.0
2023-03-31,95.705,4.5,20.4,12.45,30.7,95.281,0.0,19.262,6.665,5.606,0.686,0.316,0.333,0.375,13.125,11.246,9.233,8548.583,0.0
2023-04-01,97.36,0.7,15.7,8.2,26.125,69.94,0.0,21.721,4.421,5.113,0.618,0.312,0.332,0.376,11.329,10.962,9.908,8652.042,0.0
2023-04-02,96.391,7.5,25.8,16.65,24.925,52.852,0.0,20.589,3.87,2.462,1.234,0.309,0.331,0.376,12.167,11.129,10.046,8581.917,0.0
