TimeStamp,Record,Zone,Latitude,Longitude,Moisture,Period,Attenuation,Permittivity,Probe_Model
5/9/17 8:17,226,ZONE 00004,38.71313,-97.43364,32.67,1.614,1.3323,18.5382,CD659 12cm rods
5/9/17 8:18,227,ZONE 00004,38.71313,-97.43335,28.39,1.5485,1.2873,15.526,CD659 12cm rods
5/9/17 8:18,228,ZONE 00004,38.71313,-97.43306,34.82,1.6491,1.5015,20.2314,CD659 12cm rods
5/9/17 8:19,229,"ZONE 00001, ZONE 00004",38.71313,-97.43279,43.25,1.7994,1.9642,28.5593,CD659 12cm rods
5/9/17 8:19,230,ZONE 00001,38.71313,-97.43266,42.99,1.796,2.0491,28.2491,CD659 12cm rods
5/9/17 8:19,231,ZONE 00001,38.71323,-97.43268,40.67,1.7497,1.7724,25.6491,CD659 12cm rods
5/9/17 8:20,232,[Unspecified Zone],38.71337,-97.43271,28.2,1.5462,1.3245,15.4031,CD659 12cm rods
5/9/17 8:20,233,ZONE 00001,38.71329,-97.43263,41.85,1.7734,1.951,26.9352,CD659 12cm rods
5/9/17 8:21,234,[Unspecified Zone],38.71341,-97.43276,30.07,1.5756,1.4359,16.6586,CD659 12cm rods
5/9/17 8:21,235,ZONE 00004,38.71341,-97.4329,39.66,1.7327,1.8144,24.615,CD659 12cm rods
5/9/17 8:21,236,ZONE 00004,38.71341,-97.43305,34.18,1.6389,1.4988,19.712,CD659 12cm rods
5/9/17 8:22,237,ZONE 00004,38.71342,-97.43333,34.85,1.6491,1.4434,20.2527,CD659 12cm rods
5/9/17 8:22,238,ZONE 00004,38.71344,-97.43361,30.55,1.5813,1.3247,16.9925,CD659 12cm rods
5/9/17 8:23,239,"ZONE 00004, ZONE 00016",38.71348,-97.43388,29.46,1.5643,1.2496,16.2445,CD659 12cm rods
5/9/17 8:23,240,"ZONE 00004, ZONE 00016",38.71353,-97.43415,28.83,1.5553,1.3077,15.8167,CD659 12cm rods
5/9/17 8:23,241,ZONE 00016,38.71357,-97.43443,28.98,1.5575,1.3109,15.9164,CD659 12cm rods
5/9/17 8:24,242,ZONE 00016,38.71363,-97.43469,33.98,1.6355,1.4803,19.5499,CD659 12cm rods
5/9/17 8:24,243,ZONE 00016,38.71363,-97.43469,33.98,1.6355,1.4803,19.5499,CD659 12cm rods
5/9/17 8:24,244,ZONE 00016,38.71363,-97.43469,33.98,1.6355,1.4803,19.5499,CD659 12cm rods
5/9/17 8:24,245,"ZONE 00016, ZONE 00017",38.71367,-97.43497,32.27,1.6084,1.4189,18.2369,CD659 12cm rods
5/9/17 8:25,246,"ZONE 00016, ZONE 00017",38.7137,-97.4351,29.59,1.5677,1.3845,16.332,CD659 12cm rods
5/9/17 8:25,247,"ZONE 00016, ZONE 00017",38.71373,-97.43526,26.26,1.5168,1.2588,14.175,CD659 12cm rods
5/9/17 8:26,248,"ZONE 00016, ZONE 00017",38.71377,-97.43554,27.83,1.5394,1.2137,15.1626,CD659 12cm rods
5/9/17 8:26,249,ZONE 00017,38.7138,-97.43582,26.86,1.5247,1.1798,14.5483,CD659 12cm rods
5/9/17 8:26,250,ZONE 00017,38.7138,-97.43582,26.86,1.5247,1.1798,14.5483,CD659 12cm rods
5/9/17 8:27,251,ZONE 00017,38.71382,-97.43609,32.89,1.6174,1.3191,18.7027,CD659 12cm rods
5/9/17 8:27,252,ZONE 00017,38.71385,-97.43636,33.53,1.6276,1.32,19.1958,CD659 12cm rods
5/9/17 8:33,253,ZONE 00017,38.71385,-97.43665,33.95,1.6344,1.3666,19.5276,CD659 12cm rods
5/9/17 8:34,254,ZONE 00021,38.7141,-97.43664,32.45,1.6107,1.3469,18.3725,CD659 12cm rods
5/9/17 8:34,255,"ZONE 00017, ZONE 00021",38.71409,-97.43634,31.41,1.5948,1.3799,17.6047,CD659 12cm rods
5/9/17 8:35,256,"ZONE 00017, ZONE 00021",38.71409,-97.43605,32.38,1.6095,1.3114,18.3239,CD659 12cm rods
5/9/17 8:35,257,"ZONE 00017, ZONE 00022",38.7141,-97.43577,28.69,1.553,1.287,15.7266,CD659 12cm rods
5/9/17 8:36,258,"ZONE 00017, ZONE 00022",38.7141,-97.43548,24.3,1.4874,1.2138,12.9952,CD659 12cm rods
